642,643,624,623
661,662,643,642
680,681,662,661
699,700,681,680
718,719,700,699
737,738,719,718
756,757,738,737
775,776,757,756
794,795,776,775
832,833,795,794
453,454,853,852
472,473,454,453
491,492,473,472
510,511,492,491
529,530,511,510
548,549,530,529
567,568,549,548
586,587,568,567
605,606,587,586
624,625,606,605
643,644,625,624
662,663,644,643
681,682,663,662
700,701,682,681
719,720,701,700
738,739,720,719
757,758,739,738
776,777,758,757
795,796,777,776
833,834,796,795
454,455,854,853
473,474,455,454
492,493,474,473
511,512,493,492
530,531,512,511
549,550,531,530
568,569,550,549
587,588,569,568
606,607,588,587
625,626,607,606
644,645,626,625
663,664,645,644
682,683,664,663
701,702,683,682
720,721,702,701
739,740,721,720
758,759,740,739
777,778,759,758
796,797,778,777
834,835,797,796
455,456,855,854
474,475,456,455
493,494,475,474
512,513,494,493
531,532,513,512
550,551,532,531
569,570,551,550
588,589,570,569
607,608,589,588
626,627,608,607
645,646,627,626
664,665,646,645
683,684,665,664
702,703,684,683
721,722,703,702
740,741,722,721
759,760,741,740
778,779,760,759
797,798,779,778
835,836,798,797
456,457,856,855
475,476,457,456
494,495,476,475
513,514,495,494
532,533,514,513
551,552,533,532
570,571,552,551
589,590,571,570
608,609,590,589
627,628,609,608
646,647,628,627
665,666,647,646
684,685,666,665
703,704,685,684
722,723,704,703
741,742,723,722
760,761,742,741
779,780,761,760
798,799,780,779
836,837,799,798
457,458,857,856
476,477,458,457
495,496,477,476
514,515,496,495
533,534,515,514
552,553,534,533
571,572,553,552
590,591,572,571
609,610,591,590
628,629,610,609
647,648,629,628
666,667,648,647
685,686,667,666
704,705,686,685
723,724,705,704
742,743,724,723
761,762,743,742
780,781,762,761
799,800,781,780
837,838,800,799
458,459,858,857
477,478,459,458
496,497,478,477
515,516,497,496
534,535,516,515
553,554,535,534
572,573,554,553
591,592,573,572
610,611,592,591
629,630,611,610
648,649,630,629
667,668,649,648
686,687,668,667
705,706,687,686
724,725,706,705
743,744,725,724
762,763,744,743
781,782,763,762
800,801,782,781
838,839,801,800
459,460,859,858
478,479,460,459
497,498,479,478
516,517,498,497
535,536,517,516
554,555,536,535
573,574,555,554
592,593,574,573
611,612,593,592
630,631,612,611
649,650,631,630
668,669,650,649
687,688,669,668
706,707,688,687
725,726,707,706
744,745,726,725
763,764,745,744
782,783,764,763
801,802,783,782
839,840,802,801
460,461,860,859
479,480,461,460
498,499,480,479
517,518,499,498
536,537,518,517
555,556,537,536
574,575,556,555
593,594,575,574
612,613,594,593
631,632,613,612
650,651,632,631
669,670,651,650
688,689,670,669
707,708,689,688
726,727,708,707
745,746,727,726
764,765,746,745
783,784,765,764
802,803,784,783
840,841,803,802
461,462,861,860
480,481,462,461
499,500,481,480
518,519,500,499
537,538,519,518
556,557,538,537
575,576,557,556
594,595,576,575
613,614,595,594
632,633,614,613
651,652,633,632
670,671,652,651
689,690,671,670
708,709,690,689
727,728,709,708
746,747,728,727
765,766,747,746
784,785,766,765
803,804,785,784
841,842,804,803
462,823,2,861
481,822,823,462
500,821,822,481
519,820,821,500
538,819,820,519
557,818,819,538
576,817,818,557
595,816,817,576
614,815,816,595
633,814,815,614
652,813,814,633
671,812,813,652
690,811,812,671
709,810,811,690
728,809,810,709
747,808,809,728
766,807,808,747
785,806,807,766
804,805,806,785
842,4,805,804
